timestamp,performance_index,stability_metric,state_0,state_1,state_2,state_3,state_4,state_5,state_6,control_0,control_1,control_2
0.0,0.565551631944169,0.8942200448866238,0.6791931760145652,0.5581816818519099,0.7514030557219096,0.8290055889564151,0.8984251606223557,0.8960676330407871,0.19536337021511252,0.0,0.05,0.1
0.5,0.6214330671522176,0.8942200448866238,0.6445085764764532,0.4471109198853951,0.7785669884978962,0.8417585341725653,0.9470372207763151,0.9728410991680125,0.14280234611059853,0.0,0.05,0.1
1.0,0.652757824466815,0.8942200448866238,0.7351860005605653,0.43325534522555387,0.7242185732183963,0.8231138635445521,0.9966060208747642,1.0,0.21167746359013734,0.0,0.05,0.1
1.5,0.5989748212907455,0.8942200448866238,0.8076507191352151,0.5371447313367772,0.7996058643607378,0.8945600928395275,1.0,1.0,0.20083023339205314,0.0,0.05,0.1
2.0,0.5692217604273256,0.8942200448866238,0.730953559077949,0.5273211905297702,0.8554605948591346,0.8920186560435127,1.0,0.9601407401099927,0.08038043417302787,0.0,0.05,0.1
2.5,0.5774788959937436,0.8942200448866238,0.7334134300253004,0.5585656777780547,0.8498380022428,0.8320736961502224,1.0,1.0,0.0,0.0,0.05,0.1
3.0,0.5309992968179081,0.8942200448866238,0.6902795336030897,0.6260106883572716,0.9223951014482245,0.72352437334311,0.951406845264617,0.9888025843988923,0.053277934303541594,0.0,0.05,0.1
3.5,0.5827697846136288,0.8942200448866238,0.7124161009680096,0.5602680203716885,0.830499364249549,0.7048575660334344,0.9718891350994222,1.0,0.004295612164620391,0.0,0.05,0.1
4.0,0.5343800919881764,0.8607079764250578,0.7593666109929701,0.7849001733542023,0.7385389024454296,0.6967106775180625,1.0,0.9785295368201649,0.34590369833851936,0.1,0.05,0.1
4.5,0.5613966101116996,0.8942200448866238,0.6629846720208288,0.7262017782758001,0.7358095213518677,0.733932049170655,1.0,1.0,0.3230271096081971,0.0,0.05,0.1
5.0,0.5672924089954704,0.8942200448866238,0.7236794404553457,0.7000571609904903,0.7269366410033877,0.7312040033307868,0.9619443429431846,0.9884763739840844,0.29717905166684644,0.0,0.05,0.1
5.5,0.5818785824300627,0.8942200448866238,0.7081391107954006,0.6526184374669264,0.7142684044023463,0.7693694334887295,0.9617793031819534,0.9798615874771113,0.2657305081494109,0.0,0.05,0.1
6.0,0.5152450511503459,0.8942200448866238,0.6557941157047373,0.6757246926942015,0.7488388631182535,0.8203583417282301,0.9379045639337521,0.8565352947352061,0.21418627053290618,0.0,0.05,0.1
6.5,0.48943475661936586,0.8942200448866238,0.5939183691121496,0.6803332256000503,0.8348677918263434,0.8426093817211868,1.0,0.85998765461821,0.17083557230614127,0.0,0.05,0.1
7.0,0.5342206726838274,0.8942200448866238,0.5889180430909724,0.6374207530588551,0.8676215654022713,0.8276714467410249,0.9259783870081378,0.9643334205554134,0.11048024391593014,0.0,0.05,0.1
7.5,0.5192722327456625,0.8942200448866238,0.624381453221264,0.568373975548633,0.9437218740793963,0.9736049905710368,0.8400934667993785,0.9322524690851782,0.04985125968617553,0.0,0.05,0.1
8.0,0.5204028012773246,0.8942200448866238,0.5961941533147095,0.5991648214609473,0.8958792246321884,1.0,0.8091769177556294,0.9222900377631633,0.06960910204702186,0.0,0.05,0.1
8.5,0.5592281421478768,0.8942200448866238,0.6181125855699977,0.5561354121385753,0.9131041140351689,1.0,0.7685811064720894,1.0,0.021205929903913512,0.0,0.05,0.1
9.0,0.5787688415671127,0.8942200448866238,0.5781204107684548,0.48143024459494677,0.9137386108181736,1.0,0.7374627325765946,0.9932987454776219,0.0,0.0,0.05,0.1
9.5,0.5700805138252304,0.8942200448866238,0.5561609284859816,0.48629455267292443,0.9357442602087438,0.9818031276730527,0.6974850213362567,0.9917303942243271,0.0,0.0,0.05,0.1
10.0,0.569997159346118,0.8942200448866238,0.5947969917370518,0.4994219912554964,0.9339208109241102,0.946950068907864,0.7117195490800797,1.0,0.0,0.0,0.05,0.1
10.5,0.5314574952048525,0.8942200448866238,0.6009263768703388,0.5618083493171582,1.0,0.8976501736624997,0.6413288342765026,1.0,0.0,0.0,0.05,0.1
11.0,0.5130419977132591,0.8942200448866238,0.6751234325930804,0.6000840339463547,1.0,0.9059757906283341,0.6459653110089663,0.9826680197429138,0.0,0.0,0.05,0.1
11.5,0.46745408320614157,0.8942200448866238,0.6624591051614368,0.6552278493750333,1.0,0.8803965211565479,0.6171138798211013,0.9100560950466289,0.0,0.0,0.05,0.1
12.0,0.4881639819617588,0.8942200448866238,0.58818906401824,0.6009610483480077,1.0,1.0,0.5969855394735359,0.9211307411654027,0.0,0.0,0.05,0.1
